Id,SalePrice
1461,128317.43738060659
1462,150205.6143722618
1463,186796.2641850632
1464,190228.3348892156
1465,198984.39983648542
1466,181612.6499188336
1467,159813.289295357
1468,177935.30026956616
1469,174316.98105592144
1470,122511.54111164476
1471,218138.13862394588
1472,90422.64290424288
1473,93168.52732412041
1474,152383.458323509
1475,117667.14221274194
1476,387760.56517953856
1477,242137.95727635454
1478,303422.0484325084
1479,237855.44724381279
1480,454230.11444729974
1481,327720.7327501615
1482,203472.44706678286
1483,179858.90415531734
1484,160743.97841858485
1485,177506.60385229377
1486,199232.37769554206
1487,349186.3116213327
1488,242157.53867885593
1489,217899.32746106453
1490,223407.92335456345
1491,190454.08198840494
1492,97781.08844009032
1493,150613.244776689
1494,263257.06927503814
1495,268639.65561753453
1496,246839.6657362757
1497,189164.06739400202
1498,151339.25457023247
1499,151339.25457023247
1500,154294.86510244626
1501,169823.94636399354
1502,142845.3008472155
1503,270876.8747761466
1504,236734.28587735028
1505,223690.42706573973
1506,164336.05553767044
1507,236239.19269324958
1508,202559.99066286202
1509,147882.5280495813
1510,152309.46530761843
1511,150223.10167475225
1512,178620.82315296956
1513,132604.04644352538
1514,143760.66911082805
1515,186843.33534350872
1516,137901.26008018982
1517,156336.0766887557
1518,140784.92395244402
1519,215177.20869724228
1520,142382.21948755652
1521,119930.83317192795
1522,158799.63357888267
1523,106914.3694495704
1524,123782.75046658405
1525,105788.24163539319
1526,124451.8948927423
1527,98779.25147869391
1528,132303.58282547066
1529,142674.95284169473
1530,184229.23421054843
1531,136383.9806808741
1532,106655.71526539724
1533,142272.5605627138
1534,113088.20376363715
1535,157577.69309689506
1536,116993.95162574899
1537,82510.07687750638
1538,152590.8935407431
1539,201165.2649828589
1540,107345.20323408225
1541,127598.48423183337
1542,137024.12628089753
1543,192560.51645037613
1544,88101.14164055794
1545,111151.84650960386
1546,131358.78325486823
1547,131833.32192124779
1548,132436.7857614056
1549,119540.47848614471
1550,145602.59045713535
1551,137139.0511353917
1552,166020.80865049045
1553,128509.19122115606
1554,121936.27786944651
1555,176476.84556489607
1556,106051.63326692766
1557,113150.64718296079
1558,86793.64434117137
1559,108409.85021391061
1560,156471.53668940853
1561,145341.90370516834
1562,128743.30129669662
1563,124992.72775123605
1564,160298.02890868732
1565,159804.36119094057
1566,254990.31047773102
1567,74718.84601460071
1568,236819.1669776936
1569,115715.79266732436
1570,150489.99195181212
1571,127384.67164584785
1572,142254.14482254212
1573,222482.0187505316
1574,126328.93579027319
1575,250262.97500784817
1576,227946.44764895903
1577,182913.20921705719
1578,131036.6656904101
1579,146771.71889599814
1580,191498.21339593315
1581,149283.50758794282
1582,125176.44820184758
1583,328191.27537018893
1584,235584.1590763138
1585,141597.0947312331
1586,74634.86804428065
1587,107997.85186927265
1588,152500.00518427766
1589,95398.097554676
1590,128049.18453526466
1591,103017.14163437349
1592,134773.10624901485
1593,118042.96429391368
1594,127395.52143695764
1595,137649.92423601527
1596,247506.08039313104
1597,160236.02455317863
1598,175509.0322313909
1599,159011.47286441847
1600,165221.02513128254
1601,69093.95199074189
1602,115837.70317113998
1603,84216.48201529477
1604,279878.6027745074
1605,245956.01083224014
1606,167727.21802863842
1607,150574.51658043714
1608,210120.29247703092
1609,173493.66862958096
1610,131201.43863571656
1611,154755.27323690086
1612,166506.41778822185
1613,178812.0835057034
1614,133666.54790156573
1615,82131.91765677514
1616,73138.7287251956
1617,89647.44261763405
1618,124618.98754023932
1619,136921.76048551832
1620,128557.69070546697
1621,134499.45785771857
1622,145714.1367825801
1623,280499.8393226454
1624,231151.60177723083
1625,123205.80931217417
1626,148561.2883418962
1627,201557.17156226875
1628,281136.343895078
1629,181613.0783346673
1630,372976.0665162702
1631,195653.11774785136
1632,243570.7388040376
1633,178385.90069858523
1634,179201.2693968459
1635,180728.31763163532
1636,149653.09766574806
1637,216593.84014456195
1638,201423.19197381134
1639,174417.91858830597
1640,233661.7857716696
1641,171194.7943049604
1642,231089.87737397142
1643,220387.41480631576
1644,235691.9475664089
1645,183687.86486625145
1646,162576.1618722846
1647,147982.24848080275
1648,137824.830409826
1649,147200.5317926118
1650,122393.33602959002
1651,110597.86009456316
1652,92267.50437900507
1653,97985.2618361146
1654,157399.625706565
1655,148181.02468427832
1656,153427.42759565514
1657,158075.3746267125
1658,153407.73514954938
1659,124977.3263096225
1660,154762.458349835
1661,480633.49752529815
1662,397449.6305685623
1663,422177.24271464214
1664,478177.0220761214
1665,340823.2302951217
1666,334751.7248640424
1667,421930.1175783276
1668,340525.413675751
1669,290025.3715612226
1670,358928.33236709796
1671,260862.62874793584
1672,494787.41426665557
1673,281404.7495232631
1674,228403.0812817495
1675,206056.18434507708
1676,193440.77521740663
1677,216008.4999567382
1678,487593.80036941293
1679,407554.11734989245
1680,346108.9676833777
1681,225198.3694410414
1682,296714.07856725843
1683,189306.86447510528
1684,182285.84862952417
1685,172947.54722743537
1686,158599.01830238072
1687,170818.6519571612
1688,179053.00992480863
1689,184347.5773031126
1690,184094.90090300678
1691,178127.3042794407
1692,242362.5995293957
1693,160048.43624171533
1694,177854.38195930058
1695,166226.48251673477
1696,250126.30876682012
1697,164049.7471910895
1698,355571.0970377815
1699,371920.53027510655
1700,235182.76720439518
1701,247236.4655755389
1702,239813.59866371626
1703,247549.2205202544
1704,287382.5248050533
1705,234036.9425243161
1706,484787.7081030847
1707,226213.72323473968
1708,213533.1678729159
1709,274060.22672106343
1710,207688.77175901987
1711,243740.0243557496
1712,208070.77721375792
1713,255871.35890213645
1714,218647.34605031234
1715,196987.3738799529
1716,176744.6095482031
1717,178846.2955877021
1718,116531.54053623392
1719,197718.22283771235
1720,246335.29485878904
1721,172836.58396868897
1722,121734.45782467186
1723,163814.23973891677
1724,220998.02532868405
1725,222738.40362768678
1726,188183.68993038658
1727,171901.41582155912
1728,190128.40595693566
1729,140581.41219806945
1730,128592.33484821243
1731,117650.86098779591
1732,135848.60105179166
1733,120878.83571041263
1734,133408.3881704515
1735,123045.19583174748
1736,114970.98000544506
1737,374822.3922766775
1738,224788.16342701393
1739,268234.51391123206
1740,201361.16941100822
1741,191418.0290693676
1742,168621.15134901702
1743,175368.1786229833
1744,311792.4849058755
1745,191942.23162732384
1746,218474.43830978725
1747,209018.64053836433
1748,199283.10226390752
1749,164188.66304051512
1750,147022.7251890896
1751,260247.42364047092
1752,113082.23641512536
1753,141871.61806567138
1754,229061.42518782217
1755,162440.09784982807
1756,129060.10487560587
1757,112217.85135663522
1758,171762.64492258595
1759,159550.29324641783
1760,170572.73427413893
1761,159737.54599632137
1762,168826.2462061875
1763,164429.55802401924
1764,118354.01520587975
1765,167237.7447667966
1766,180527.22915927882
1767,226525.37705468966
1768,137052.5982180947
1769,179661.35725559268
1770,139977.3486877596
1771,137948.84450385562
1772,146634.59108693167
1773,156538.98651996203
1774,134518.24109602344
1775,128801.3509720807
1776,116629.88447334227
1777,116559.0689082109
1778,131102.78814242515
1779,114003.02001803502
1780,176074.67758329064
1781,135443.25004060136
1782,87662.559384634
1783,163646.54531191
1784,109383.98349373201
1785,121352.5614044155
1786,167478.68567118212
1787,153235.4766180258
1788,54580.65669809212
1789,90921.90522831163
1790,90734.96798739712
1791,170438.71482021484
1792,157153.588060889
1793,140853.81676368046
1794,135301.6676469991
1795,135820.41464528433
1796,110331.6531499606
1797,131265.6532846251
1798,118278.35874071665
1799,114275.78122816434
1800,131765.11071800857
1801,128799.84724193242
1802,125711.49605798293
1803,151820.00173262742
1804,143136.7912434081
1805,125193.96578831044
1806,111638.27145064827
1807,125940.2771007073
1808,106357.61034426496
1809,104341.34095647601
1810,149993.11539241977
1811,104125.62679842056
1812,103242.47830119391
1813,118429.34125307068
1814,87710.30156237422
1815,52590.8453007251
1816,97429.0887174222
1817,124649.41060794749
1818,162833.9242680425
1819,136486.8761726782
1820,75915.9369343565
1821,112418.89800118102
1822,147476.12892396096
1823,59335.35483931644
1824,144266.54398841932
1825,145925.66217002843
1826,103206.33294405541
1827,107062.0911577473
1828,147388.02157464687
1829,115791.13075425613
1830,121643.18724152644
1831,131217.6507215437
1832,96120.56468331242
1833,131968.5546911791
1834,122601.3738495435
1835,117002.17820513147
1836,108782.28321850419
1837,93293.07488600237
1838,146367.77222743852
1839,86054.17557300493
1840,156058.56883326473
1841,135507.45133128128
1842,93710.25889356565
1843,146107.20905179303
1844,128150.44634802506
1845,154817.5030461405
1846,161653.96226210144
1847,170747.79860641834
1848,64366.9106678882
1849,99227.49548299622
1850,119822.65128144923
1851,153232.01491260313
1852,136642.33343023073
1853,139949.4273335986
1854,171435.46768645718
1855,146049.1463458306
1856,240924.77929535983
1857,142536.0111403261
1858,142205.24148475192
1859,118889.79007905144
1860,169415.48944807137
1861,118889.79007905144
1862,308940.33732368035
1863,308940.33732368035
1864,308940.33732368035
1865,349296.7618627157
1866,344982.16183449695
1867,260018.53018146096
1868,309081.20584528096
1869,214825.8751943384
1870,226964.47905595714
1871,270181.08447074436
1872,172448.00659099792
1873,257082.28407688762
1874,134344.94003106028
1875,188024.71990208788
1876,200595.69062012248
1877,207429.795996882
1878,210539.14918874658
1879,128082.50261346345
1880,129880.7899261336
1881,244753.5294111419
1882,253551.31485078315
1883,200810.3499496501
1884,208251.37445916887
1885,234300.2318902947
1886,296307.7913238069
1887,204625.29291287955
1888,288887.14577042573
1889,165900.6801378836
1890,135889.0928508658
1891,143618.3227253386
1892,113559.83410040263
